	Yritys	Kotipaikka	Toimiala	
20.10.2025	JV Service	Hyvinkää		
20.10.2025	Ahtialan apteekki	Lahti		
20.10.2025	FULL WIND ASSEMBLES S.R.L.		43210 - Sähköasennus	
20.10.2025	Ritvalan kyläkauppayhdistys ry	Valkeakoski		
20.10.2025	Kotiakku Oy	Tampere	46699 - Muualla luokittelemattomien koneiden ja laitteiden tukkukauppa	
20.10.2025	Korkiamäen farmi Oy	Kouvola	01500 - Yhdistetty kasvinviljely ja kotieläintalous (sekatilat)	
20.10.2025	Tmi Eemil Kangastie	Espoo	81100 - Kiinteistönhoito	
20.10.2025	Avara3D	Joensuu	74201 - Valokuvaamot ja muu kuvaustoiminta	
20.10.2025	Tmi Homeopatiapalvelut	Vantaa	86909 - Muu terveyspalvelu	
20.10.2025	Riston Moniapu Tmi	Vantaa	81210 - Kiinteistöjen siivous	
20.10.2025	Salon Pilar	Helsinki		
20.10.2025	Sädehelmi tmi	Helsinki	86909 - Muu terveyspalvelu	
20.10.2025	Wijesekara Arachchige Don Nimasha Poornima	Varkaus	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
20.10.2025	Kariyawasam Victor Samitha Sithuruwan	Espoo	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
20.10.2025	Biswas Sourav	Oulu	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
20.10.2025	Sutradhar Sujan	Helsinki	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
20.10.2025	Tmi Indychenko Dmytro	Turku	43220 - Lämpö-, vesijohto- ja ilmastointiasennus	
20.10.2025	Khushboo Thakur Tmi	Seinäjoki	56101 - Ravintolat	
20.10.2025	Twig & Timber	Luoto	02100 - Metsänhoito	
20.10.2025	Häggblom Emma Kristina	Närpiö	01500 - Yhdistetty kasvinviljely ja kotieläintalous (sekatilat)	
20.10.2025	Baltech Leather OÜ			
20.10.2025	ARTEK AGIR YUK RAFLARI VE TEKNIK SISTEMLERI SANAYI TICARET LIMITED SIRKETI			
20.10.2025	LLE OÜ			
19.10.2025	Pieksämäki United ry	Pieksämäki		
19.10.2025	Anttia Oy	Oulu		
19.10.2025	Ollin Paja Oy	Jyväskylä		
19.10.2025	Foliage Oy	Helsinki		
19.10.2025	Rentfix Oy	Pietarsaari		
19.10.2025	Solid Cloudworks Oy	Helsinki		
19.10.2025	Leipomo Rustik	Helsinki		
19.10.2025	Arctic circle resort	Rovaniemi		
19.10.2025	MC Capital Oy	Helsinki		
19.10.2025	Kaskert Oy	Vantaa		
19.10.2025	Avosa Oy	Savonlinna		
19.10.2025	VS Site Oy	Kontiolahti		
19.10.2025	Idensielu Intialainen Ravintola Oy	Iisalmi		
19.10.2025	Fram Equity Oy Ab	Pietarsaari		
19.10.2025	Turvix Oy	Espoo		
19.10.2025	A&J Trade Oy	Ilmajoki		
19.10.2025	Rakennuttava Group Oy	Espoo		
19.10.2025	PeizaLa Invest Oy	Oulu		
19.10.2025	Nudge Factory Finland	Tampere		
19.10.2025	LM Invest Oy	Helsinki		
19.10.2025	TACTIGO	Lohja		
19.10.2025	PihaPlus Oy	Riihimäki		
19.10.2025	Jaanan Oy	Riihimäki		
19.10.2025	Ab RH INVEST Oy	Kruunupyy		
19.10.2025	Krassi Oy	Raasepori		
19.10.2025	odoworx Oy	Oulu		
19.10.2025	Nordic Streetwear Company Oy	Joensuu		
19.10.2025	VSP-Rakennus oy	Vantaa		
19.10.2025	TPL Holding Oy	Kirkkonummi		
19.10.2025	Kahvia & Luonto Oy	Helsinki		
19.10.2025	Kiertäjät Euroopassa ry	Teuva		
19.10.2025	KasiNolla ry	Helsinki		
19.10.2025	Nimettömät Nosettajat ry	Tuusula		
19.10.2025	Kiikun asukas- ja alueyhdistys ry	Turku		
19.10.2025	Juuret ja Siivet	Kemi		
19.10.2025	Hyvinvointi Mäkelä	Raisio		
19.10.2025	TiinaTuulia	Tuusula		
19.10.2025	Pajalla	Laukaa	13990 - Muualla luokittelematon tekstiilituotteiden valmistus	
19.10.2025	A.L.S.	Helsinki		
19.10.2025	Oriana's Moon	Helsinki		
19.10.2025	Noin vain hieronta	Espoo		
19.10.2025	Shafei88	Helsinki		
19.10.2025	Baltijos Plus	Lieto		
19.10.2025	Ellen NT Connect	Kirkkonummi		
19.10.2025	Lehtomaa Interiors	Kempele		
19.10.2025	Stars&Paws	Lohja		
19.10.2025	ADAM.AM	Espoo		
19.10.2025	Lonsicon	Rauma		
19.10.2025	Seluska photography	Oulu		
19.10.2025	Bastola Arjun	Helsinki	53200 - Muu posti-, jakelu- ja kuriiritoiminta	


Päivämäärä	Yritys	Kotipaikka	Toimiala	
19.10.2025	Tmi Anna Sarrivaara	Espoo	85510 - Urheilu- ja liikuntakoulutus	
19.10.2025	Hossan Md Imran	Vaasa	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
19.10.2025	Kajtazi Sali	Vantaa	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
19.10.2025	Sukunimetön Rajnish	Tampere	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
19.10.2025	joophuolto	Kouvola	41200 - Asuin- ja muiden rakennusten rakentaminen	
19.10.2025	Isnec Richel	Espoo	30110 - Laivojen ja kelluvien rakenteiden rakentaminen	
19.10.2025	Shahid Waleed	Mikkeli	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
19.10.2025	Lietz Victor Erik Alvar	Helsinki	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
19.10.2025	Mohamed Mohamed Hamdy Hussein	Vaasa	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
19.10.2025	Karunarathna Rashmi Yashodha	Rovaniemi	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
19.10.2025	Aronen Vesa Olavi	Pieksämäki	68209 - Muiden kiinteistöjen vuokraus ja hallinta	
19.10.2025	Jalil Fazli	Helsinki	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
19.10.2025	Chawdary Md. Kamrul	Jyväskylä	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
19.10.2025	Recepoglu Fitore	Vantaa	96021 - Parturit ja kampaamot	
19.10.2025	Tmi Samin Huolto ja LVI	Lohja		
19.10.2025	Shrestha Rupak	Helsinki	82990 - Muut palvelut liike-elämälle	
19.10.2025	ProSport Hieronta	Espoo	86901 - Fysioterapia	
19.10.2025	Trio JaMO ry	Mäntsälä		
19.10.2025	Redvive Oy	Helsinki	96040 - Kylpylaitokset, saunat, solariumit yms. palvelut	
19.10.2025	Pirttiniemi Petri Pauli Mikael	Vantaa	80100 - Yksityiset turvallisuuspalvelut	
19.10.2025	Javanainen Erica Joy	Espoo	14130 - Muu takkien, pukujen, housujen, hameiden yms. valmistus	
19.10.2025	Mar y Sol	Vantaa	96090 - Muualla luokittelemattomat henkilökohtaiset palvelut	
18.10.2025	Tietosuojatalo Oy	Pirkkala		
18.10.2025	AO Premium Car Rental Oy	Helsinki		
18.10.2025	EMS Group Oy	Pori		
18.10.2025	Tonko Asunnot Oy	Oulu		
18.10.2025	ValintaGuru Oy	Vaasa		
18.10.2025	Mijas Oy	Nurmijärvi		
18.10.2025	Voima Investments Oy	Espoo		
18.10.2025	Garage40	Vantaa		
18.10.2025	Puutec Oy	Tampere		
18.10.2025	JJK Rakennuspalvelut OY	Kolari		
18.10.2025	Manta Ab Oy	Helsinki		
18.10.2025	Boostia Oy	Oulu		
18.10.2025	Kosket Oy	Kempele		
18.10.2025	Finalti Oy	Vaasa		
18.10.2025	SATA Urakointi	Vantaa		
18.10.2025	Lite Bättre Vuokravälitys LKV Oy	Helsinki		
18.10.2025	Wins Oy	Helsinki		
18.10.2025	Tialfi Oy	Vaasa		
18.10.2025	Tuusrak Oy	Tuusula		
18.10.2025	Cleera Group Oy	Vantaa		
18.10.2025	Tilitupa Oy	Hämeenlinna		
18.10.2025	With Vala Oy	Helsinki		
18.10.2025	P Precision Oy	Vantaa		
18.10.2025	Nordkehä Group Oy	Tuusula		
18.10.2025	Nordic Holding Oy	Vantaa		
18.10.2025	Taikinakoukku	Järvenpää		
18.10.2025	Luonnon voima	Tampere		
18.10.2025	M-J-I Cleaning	Turku		
18.10.2025	Swamphead Nexus	Aura		
18.10.2025	JaLa Solution	Kokkola		
18.10.2025	Vitality by Elina	Porvoo		
18.10.2025	Sanna Nyrhinen	Pori		
18.10.2025	J. Aalto	Helsinki		
18.10.2025	Mehtalo	Toholampi		
18.10.2025	Ubuntu Healthcare	Porvoo	85599 - Muut koulutusta antavat yksiköt	
18.10.2025	Waqar Unzar	Lahti	82990 - Muut palvelut liike-elämälle	
18.10.2025	Gomez-Friberg Edwin Adan	Helsinki	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
18.10.2025	Hassan Muhammad Noor Ul	Tampere	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
18.10.2025	Masood Muhammad Hassan	Inkoo	53100 - Postin yleispalvelu	
18.10.2025	Islam Md Shahidul	Lahti	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
18.10.2025	Meer Ahad Ali	Helsinki	56290 - Henkilöstö- ja laitosruokalat	
18.10.2025	Mandanka Nikunjkumar Bharatbhai	Turku	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
18.10.2025	Sukunimetön Anmolpreet Kaur	Vantaa	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
18.10.2025	Kalle Jokinen Tmi	Tampere	70220 - Muu liikkeenjohdon konsultointi	
18.10.2025	Mir Ariful Islam	Mikkeli	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
18.10.2025	Kacha Nidham Ashokbhai	Turku	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
18.10.2025	Vänskä Miia Kristiina	Helsinki	85600 - Koulutusta palveleva toiminta	
18.10.2025	Hunters TCG	Riihimäki	47919 - Muu postimyynti ja verkkokauppa	
18.10.2025	Maddumage Kalpa Sampath Gunawardhana	Rovaniemi	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
18.10.2025	Jariwala Rutvi Anand	Espoo	93190 - Muu urheilutoiminta	
18.10.2025	Tmi Sami Pulkkinen	Mikkeli	45322 - Renkaiden vähittäiskauppa	
18.10.2025	Shuvo Solayman Hossain	Mikkeli	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
18.10.2025	Saif Hafiza Samia	Turku	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
18.10.2025	Hasan Samiul	Helsinki	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
17.10.2025	Hollywood Music House Oy	Helsinki		
17.10.2025	Lokal ry	Helsinki		
17.10.2025	Asunto Oy Thurevikinkulma 3	Tornio		
17.10.2025	Raisio Disc Golf ry	Raisio		
17.10.2025	Ceylon Tampere Cricket Club ry	Tampere		
17.10.2025	AOP Capital Oy	Helsinki		
17.10.2025	Krovi Oy	Tuusula		
17.10.2025	Vowment Oy	Lahti		
17.10.2025	Asemanseutu Oy	Rautjärvi		
17.10.2025	Leman Holding Oy	Helsinki		
17.10.2025	Ihantala Oy	Helsinki		
17.10.2025	R.M KULJETUS JA HUOLTO OY	Rovaniemi		
17.10.2025	Lift & Coast Oy	Hyvinkää		
17.10.2025	EL Aviation Oy	Seinäjoki		
17.10.2025	Altoni Focus Oy	Tampere		
17.10.2025	Sundströms Autoservice Oy	Raasepori		
17.10.2025	Agenda Studio SV oy	Helsinki		
17.10.2025	Goat Ravintolat Oy	Riihimäki		
17.10.2025	MindCapital Oy	Pirkkala		
17.10.2025	Vaegar Oy	Helsinki		
17.10.2025	MansikkaTerveys Oy	Espoo		
17.10.2025	AC Töölö Oy	Helsinki		
17.10.2025	NCO Holdings Oy	Joensuu		
17.10.2025	Ambient Capital Oy	Helsinki		


Päivämäärä	Yritys	Kotipaikka	Toimiala	
17.10.2025	VNL Trading Oy	Helsinki		
17.10.2025	Excess Films	Helsinki		
17.10.2025	Hindersson Group Oy	Vantaa		
17.10.2025	ostra FINKA Oy	Rovaniemi		
17.10.2025	Unificus Oy	Tampere		
17.10.2025	Utsjoen Hyvinvointikiinteistöt Oy	Utsjoki		
17.10.2025	Helsingin Verkkokauppa Oy	Espoo		
17.10.2025	Muendo Oy	Vantaa		
17.10.2025	PQ Investment Oy	Espoo		
17.10.2025	Star Service Salo Oy	Salo		
17.10.2025	Taran Kahvilat Oy	Valkeakoski		
17.10.2025	Flexiworks Micklin Oy	Helsinki		
17.10.2025	MK Sportsphysio Oy	Turku		
17.10.2025	ToivonTiimi Oy	Vihti		
17.10.2025	Protoplan Oy	Äänekoski		
17.10.2025	Ilarmo Oy	Jyväskylä		
17.10.2025	Akar Capital Oy	Mäntyharju		
17.10.2025	Tahko Hospitality	Savonlinna		
17.10.2025	PRIMAL-AOS Oy	Kuusamo		
17.10.2025	Leafire Oy	Helsinki		
17.10.2025	AVL Capital Oy	Pirkkala		
17.10.2025	Propic Oy	Tampere		
17.10.2025	Saaristo Ravintolat Oy	Espoo		
17.10.2025	Netroom Oy	Turku		
17.10.2025	AH Metsäkumppanit Oy	Huittinen		
17.10.2025	Silver Sound Oy	Helsinki		
17.10.2025	Nira Labs Oy	Lahti		
17.10.2025	GP Group Oy	Helsinki		
17.10.2025	GrowSense Oy	Espoo		
17.10.2025	Carec Oy	Espoo		
17.10.2025	HK Advantage Oy	Espoo		
17.10.2025	LähiTapiola Velkasijoitus IV GP Oy	Espoo		
17.10.2025	MatkaPete Oy	Turku		
17.10.2025	Blasting Works Oy	Järvenpää		
17.10.2025	Calza Oy	Rauma		
17.10.2025	HC Theta Holding Oy Ab	Helsinki		
17.10.2025	Lareon Oy	Kerava		
17.10.2025	Regulyn Oy	Vesanto		
17.10.2025	HC Zeta Holding Oy Ab	Helsinki		
17.10.2025	Svartsten	Maarianhamina		
17.10.2025	Oberto Conte Oy	Vantaa		
17.10.2025	Brouskit OY	Kotka		
17.10.2025	Heavy Duty Services Oy	Lahti		
17.10.2025	Lavea Labs Oy	Helsinki		
17.10.2025	Korhonen Päivi Anelma	Kerava	02100 - Metsänhoito	
17.10.2025	Giri Aakash Kumar	Hämeenlinna	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
17.10.2025	Katan Kinttupolku	Miehikkälä		
17.10.2025	Hyvinvointipalvelu Hanna Mutanen	Kontiolahti		
17.10.2025	Nielikäinen Niko Antero	Oulu	43220 - Lämpö-, vesijohto- ja ilmastointiasennus	
17.10.2025	Malaviya Tirth	Turku	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
17.10.2025	DigiHelp	Helsinki		
17.10.2025	Laurila Rasmus Sakari	Kaarina	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
17.10.2025	Marko Puranen Tmi	Oulu		
17.10.2025	Aki Yrjölä Consulting	Espoo		
17.10.2025	T:mi Joni Mustonen	Puolanka	41200 - Asuin- ja muiden rakennusten rakentaminen	
17.10.2025	Kitty's pre-loved	Espoo	47650 - Pelien ja leikkikalujen vähittäiskauppa	
17.10.2025	Ylikylä Nora Maria	Masku	01499 - Muu eläinten hoito	
17.10.2025	Savittr	Tampere	73111 - Mainostoimistot	
17.10.2025	Kometri Labs	Orivesi	62090 - Muu laitteisto- ja tietotekninen palvelutoiminta	
17.10.2025	Tmi J Kosunen	Lappeenranta	43999 - Muu muualla luokittelematon erikoistunut rakennustoiminta	
17.10.2025	Kebede Kaleab Shumet	Vaasa	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
17.10.2025	Kenwoodie Productions	Keuruu	90010 - Esittävät taiteet	
17.10.2025	Kashif Muhammad	Turku	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
17.10.2025	Onyia Ugochukwu	Vantaa	49320 - Taksiliikenne	
17.10.2025	Oma Tulkki	Kuopio		
17.10.2025	Nazir Sajid	Kouvola	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
17.10.2025	Zilliacus Sophie Benedicta	Helsinki	96090 - Muualla luokittelemattomat henkilökohtaiset palvelut	
17.10.2025	Lumo Paper	Oripää	47621 - Paperi- ja toimistotarvikkeiden vähittäiskauppa	
17.10.2025	Toiminimi Markus Kettula	Kokkola	62090 - Muu laitteisto- ja tietotekninen palvelutoiminta	
17.10.2025	Sensory Mind	Vantaa	86909 - Muu terveyspalvelu	
17.10.2025	Khan Hamza Ali	Helsinki	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
17.10.2025	Tmi Janita Yli-Pietilä	Loimaa		
17.10.2025	Bogdanoff Satu Maaria	Helsinki	52299 - Muu kuljetusvälitys	
17.10.2025	PricewaterhouseCoopers i Sverige AB		69202 - Tilintarkastuspalvelu	
17.10.2025	MB "VELDTONA"		43220 - Lämpö-, vesijohto- ja ilmastointiasennus	
17.10.2025	ASCENDIA CONSULTANT GROUP LTD		62020 - Atk-laitteisto- ja ohjelmistokonsultointi	
17.10.2025	MB Rimkuma		43390 - Muu rakennusten viimeistely	
17.10.2025	HUBER-MATEC GMBH		33129 - Muiden erikoiskoneiden korjaus ja huolto	
17.10.2025	Kingdom Education Mission Euro ry	Lahti		
17.10.2025	Bostads Ab Slottet	Kemiönsaari		
17.10.2025	Helt (O)vanliga Konserter rf	Parainen		
17.10.2025	Huurre Darts Club ry	Ii		
17.10.2025	SaunaAtlas ry	Helsinki		
17.10.2025	SAR Keski-Suomi ry	Jyväskylä		
17.10.2025	FC Hönä ry	Helsinki		
17.10.2025	Idän Holding Oy	Liperi	64200 - Rahoitusalan holdingyhtiöiden toiminta	
17.10.2025	AB Robson Lindberg & Co Oy	Helsinki		
17.10.2025	Teron Rakennlis Oy	Lahti		
17.10.2025	Kultin Maatila Oy	Isokyrö		
17.10.2025	Slice Happens Oy	Vantaa		
17.10.2025	Sähkötyö A. Jänkälä Oy	Hyvinkää		
17.10.2025	Harmonia Living	Kuhmo		
17.10.2025	Sleeping beauty	Oulu		
17.10.2025	Psykoterapeutti Jenni Kansanaho	Lappajärvi		
17.10.2025	Aleksandr Akulov	Espoo		
17.10.2025	Tmi. Kakko 3	Raisio		
17.10.2025	Roots Rannar	Hämeenlinna	52291 - Huolinta ja rahtaus	
17.10.2025	OMAGA	Turku		
17.10.2025	Kotikolkka Palvelut	Helsinki		
17.10.2025	Jere Joensuu Tmi	Tampere		


Päivämäärä	Yritys	Kotipaikka	Toimiala	
17.10.2025	Whisky Hammer B.V.			
17.10.2025	YEO TEKNOLOJI ENERJI VE ENDUSTRI ANONIM SIRKETI			
17.10.2025	EREVENA LIMITED			
17.10.2025	Finnish med technology	Helsinki		
17.10.2025	Tmi E.Nieminen	Pöytyä	78200 - Työvoiman vuokraus	
17.10.2025	Lisa Kalkowski Tmi	Helsinki	90010 - Esittävät taiteet	
17.10.2025	Rahman Mirza Md Adwit	Tampere	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
17.10.2025	Irshad Ans	Espoo	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
17.10.2025	Tarar Lissan Ather	Jyväskylä	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
17.10.2025	Koskettava hieronta	Nokia	86909 - Muu terveyspalvelu	
17.10.2025	Kizhakke Chalil Murshid	Seinäjoki	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
17.10.2025	Latvalehto Valtteri Tmi	Liminka	42999 - Muu muualla luokittelematon maa- ja vesirakentaminen	
17.10.2025	Juthi Jakia Sultana	Helsinki	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
17.10.2025	Hilpin Helppi Senioripalvelu	Mäntsälä	88101 - Kotipalvelut ikääntyneille ja vammaisille	
17.10.2025	Njoku Maryjane Okwuchi	Savonlinna	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
17.10.2025	Tmi VÄHE	Säkylä	01620 - Kotieläintaloutta palveleva toiminta	
17.10.2025	Graani Food Box ry	Laukaa		
17.10.2025	CoolFellas Group Oy	Helsinki	64200 - Rahoitusalan holdingyhtiöiden toiminta	
17.10.2025	Idän Mekaniikka Oy	Liperi	71127 - Kone- ja prosessisuunnittelu	
17.10.2025	CoolFellas Holding Oy	Helsinki	64200 - Rahoitusalan holdingyhtiöiden toiminta	
17.10.2025	Finlust	Pori	69201 - Kirjanpito- ja tilinpäätöspalvelu	
16.10.2025	Tekas Elyon Oy	Pälkäne		
16.10.2025	Our School Africa Ry	Pori		
16.10.2025	Kognitio ry	Helsinki		
16.10.2025	The root of Faith Finland Ry	Jyväskylä		
16.10.2025	Sotkan ampumaratayhdistys ry	Kauhajoki		
16.10.2025	Karttulan kyläyhdistys ry	Kuopio		
16.10.2025	Asunto Oy Helsingin Pakilan Malja	Helsinki		
16.10.2025	Meiten Apu ry	Vantaa		
16.10.2025	Ylläpitosiivous Oy	Vantaa		
16.10.2025	Knights Servants Oy	Espoo		
16.10.2025	Millys Ab	Finström		
16.10.2025	Miru Europe Oy	Tampere		
16.10.2025	K37	Tuusula		
16.10.2025	JAK Invest Oy	Helsinki		
16.10.2025	Savon Kivijalka Oy	Kuopio		
16.10.2025	Klensyh Oy	Tampere		
16.10.2025	Raksatec Oy	Lahti		
16.10.2025	Vibes and Vistas	Oulu		
16.10.2025	Särkiän Mylly oy	Lohja		
16.10.2025	IHAN MITÄ VAAN OY	Kouvola		
16.10.2025	BREEZE JÄÄHDYTYS & LÄMMITYS HUOLTOPALVELUT OY	Oulu		
16.10.2025	Fit Travel Oy	Helsinki		
16.10.2025	Westbreeze	Parainen		
16.10.2025	Onnenmyyrä Kodit Oy	Helsinki		
16.10.2025	MJL Equestrian	Lohja		
16.10.2025	Hao Mei Oy	Vantaa		
16.10.2025	WS Interior Solutions Oy	Raisio		
16.10.2025	Pura Vita Ab	Uusikaarlepyy		
16.10.2025	Aava	Vantaa		
16.10.2025	SNJ Oy	Oulu		
16.10.2025	FysioIlkka Oy	Helsinki		
16.10.2025	Tilkkunen Oy	Helsinki		
16.10.2025	Olivia Coaching	Rovaniemi		
16.10.2025	ArcticDrop Commerce Oy	Lapua		
16.10.2025	Verifin Global Certifications Oy	Helsinki		
16.10.2025	Alltop Advisory Oy	Espoo		
16.10.2025	JKN Motors Oy	Seinäjoki		
16.10.2025	Noblemans Fam Oy	Kuopio		
16.10.2025	RT-Coaching Oy	Lohja		
16.10.2025	FYREN RASEBORG OY AB	Raasepori		
16.10.2025	SS-Varkaus Oy	Mikkeli		
16.10.2025	K2 ESG Partners Oy	Lappeenranta		
16.10.2025	"Nordic Institute for Psychotherapy Research & Training Oy	Helsinki		
16.10.2025	Goat Chow Oy	Helsinki		
16.10.2025	Akethma	Turku		
16.10.2025	MyHold Oy	Jyväskylä		
16.10.2025	LLH Holding Oy	Helsinki		
16.10.2025	Latte Thunder oy	Lahti		
16.10.2025	Rehaboo Technologies Oy	Lappeenranta		
16.10.2025	MixerMedia Oy	Muurame		
16.10.2025	HemCare oy	Helsinki		
16.10.2025	Havina Finland Oy	Helsinki		
16.10.2025	SAkova	Kouvola		
16.10.2025	Notocom Korjausrakentajat OY	Helsinki		
16.10.2025	LK Works Oy	Kankaanpää		
16.10.2025	Rakennus SEA Oy	Vantaa		
16.10.2025	A North Group Finland Ab	Helsinki		
16.10.2025	NoutoRekku Oy	Lempäälä		
16.10.2025	Branor Holding Oy	Jyväskylä		
16.10.2025	Vilrox Oy	Hämeenlinna		
16.10.2025	Norrnäs fastigheter	Jomala		
16.10.2025	Tarinoi Works Oy	Helsinki		
16.10.2025	Oppipojat Oy	Oulu		
16.10.2025	oneforall oy	Kemiönsaari		
16.10.2025	Rapids Investing Oy	Helsinki		
16.10.2025	Nouseva Rakennus Oy	Turku		
16.10.2025	Levira	Lohja		
16.10.2025	Northern Defence Technologies Oy	Oulu		
16.10.2025	Rakennus Team Oy	Lappeenranta		
16.10.2025	DK-Asennus Oy	Turku		
16.10.2025	TE rengas- ja huoltopalvelu oy	Vantaa		
16.10.2025	Auroran Autopalvelut Oy	Espoo		
16.10.2025	Hulin Oy	Kouvola		
16.10.2025	Symbisonic	Helsinki		
16.10.2025	Novico Oy	Jyväskylä		
16.10.2025	Ilvamar Group Oy	Espoo		
16.10.2025	3A Invest Oy	Kalajoki		
16.10.2025	CV Fysioterapia ja valmennus	Espoo	86901 - Fysioterapia	
16.10.2025	What Are Friends For	Helsinki		

Päivämäärä	Yritys	Kotipaikka	Toimiala	
16.10.2025	NilaNova	Espoo		
16.10.2025	Caitlyn Carmabella Nayeli	Espoo		
16.10.2025	Jean-Sébastien Degni	Helsinki		
16.10.2025	Tmi Marco Hulden	Turku		
16.10.2025	Minur	Helsinki		
16.10.2025	Terapiapalvelu Mielen Sarastus	Kempele		
16.10.2025	Hiljainen Teenlehti	Jokioinen		
16.10.2025	Glimlag Tmi	Helsinki		
16.10.2025	Oriveden Toripannu	Orivesi		
16.10.2025	The Bengali Bites	Vaasa		
16.10.2025	Psykologipalvelut Satu Bollmann	Porvoo		
16.10.2025	Sujuvasti liike	Lahti		
16.10.2025	Elina Pirkkanen	Jyväskylä		
16.10.2025	Sokerikko	Helsinki		
16.10.2025	Aito Grilli Oy konkurssipesä	Raisio	56103 - Ruokakioskit	
16.10.2025	Tapahtumakeskus Ruoholahden OASIS Oy konkurssipesä	Helsinki	68209 - Muiden kiinteistöjen vuokraus ja hallinta	
16.10.2025	Nordiska nät AB		43999 - Muu muualla luokittelematon erikoistunut rakennustoiminta	
16.10.2025	TETRA PAK PROCESSING EQUIPMENT SAS		28930 - Elintarvike-, juoma- ja tupakkateollisuuden koneiden valmistus	
16.10.2025	MB "Bravero"		43120 - Rakennuspaikan valmistelutyöt	
16.10.2025	INTECHNIC SP. Z O.O.		43999 - Muu muualla luokittelematon erikoistunut rakennustoiminta	
16.10.2025	Kanniaisen yhteismetsän osakaskunta	Oulu	02100 - Metsänhoito	
16.10.2025	GKah invest OÜ		41200 - Asuin- ja muiden rakennusten rakentaminen	
16.10.2025	Fediversuomi ry	Tampere		
16.10.2025	Chain Hunters Kouvola ry	Kouvola		
16.10.2025	Mustakumpu Oy	Tornio		
16.10.2025	Rakennus Paavola Oy	Kuortane		
16.10.2025	Syväranta Investment KY	Naantali		
16.10.2025	Hitsauspalvelu P.Pietilä Oy	Kokkola		
16.10.2025	JustADJ	Turku		
16.10.2025	Karkee Krishna Bahadur	Vantaa	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
16.10.2025	Sulkakoski David Kurt Oskar	Pedersören kunta	78200 - Työvoiman vuokraus	
16.10.2025	SH Tone & Vision	Jyväskylä	90010 - Esittävät taiteet	
16.10.2025	Tvätthuset	Pietarsaari	96012 - Pesulapalvelut kotitalouksille	
16.10.2025	T:mi Sivi	Koski Tl		
16.10.2025	Soul Mantras Tmi	Pori	86909 - Muu terveyspalvelu	
16.10.2025	Ijaz Talha	Espoo	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
16.10.2025	Käentyöt	Tampere	23410 - Keraamisten talous- ja koriste-esineiden valmistus	
16.10.2025	Abid Md Faiash Afjal	Seinäjoki	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
16.10.2025	Perveen Maksuda	Tampere	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
16.10.2025	Studio Salminen	Laitila		
16.10.2025	Heidi Hokkanen Tmi	Järvenpää	47785 - Lahjatavaroiden ja askartelutarvikkeiden vähittäiskauppa	
16.10.2025	Team Ropilo Racing	Kärkölä	96090 - Muualla luokittelemattomat henkilökohtaiset palvelut	
16.10.2025	Sveriges Ångfartygs Assurans Förening			
16.10.2025	Shovon Md Khalid Hossain	Helsinki	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
16.10.2025	Shahriar Shanzid	Seinäjoki	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
16.10.2025	Ulmala Merjo Krista Kaarina	Muurame	96090 - Muualla luokittelemattomat henkilökohtaiset palvelut	
16.10.2025	Weborea	Oulu		
